entity_1,entity_2,relation_type,frequency
Fair Credit Reporting Act,Global Payments Inc.,regulates,1
the Telephone Consumer Protection Act,Global Payments Inc.,regulates,1
United States Securities and Exchange Commission,Global Payments Inc.,regulates,1
Sarbanes-Oxley Act,Global Payments Inc.,regulates,1
Federal Trade Commission,Global Payments Inc.,regulates,1
Federal Reserve,Huntington Bancshares,regulates,1
Office of the Comptroller of the Currency,The Huntington National Bank,regulates,1
the Federal Deposit Insurance Corporation,The Huntington National Bank,regulates,1
the Consumer Financial Protection Bureau,Huntington Bancshares,regulates,1
Securities and Exchange Commission,Huntington Bancshares,regulates,1
Basel III,Huntington Bancshares,regulates,1
Dodd-Frank Act,Huntington Bancshares,regulates,1
FinTechs,Huntington Bancshares,competes_with,1
credit unions,Huntington Bancshares,competes_with,1
savings and loans,Huntington Bancshares,competes_with,1
mortgage banking companies,Huntington Bancshares,competes_with,1
technology platform companies,Huntington Bancshares,competes_with,1
non-bank lenders,Huntington Bancshares,competes_with,1
Bank Secrecy Act,The Huntington National Bank,regulates,1
Patriot Act,The Huntington National Bank,regulates,1
Office of Foreign Assets Control,Huntington Bancshares,regulates,1
Gramm-Leach-Bliley Act,Huntington Bancshares,regulates,1
California Consumer Privacy Act,Huntington Bancshares,regulates,1
Cyber Incident Reporting for Critical Infrastructure Act,Huntington Bancshares,regulates,1
Cybersecurity and Infrastructure Security Agency,Huntington Bancshares,regulates,1
Community Reinvestment Act,The Huntington National Bank,regulates,1
Volcker Rule,Huntington Bancshares,regulates,1
CCAR,Huntington Bancshares,regulates,1
Regulation S-K,The Huntington National Bank,regulates,1
Department of Justice,Huntington Bancshares,regulates,1
banking turmoil 2023,Huntington Bancshares,threatens,1
climate change,Huntington Bancshares,threatens,1
Huntington Bancshares,The Huntington National Bank,controls,1
Federal Reserve,Michael Barr,controls,1
Huntington Bancshares,Ohio,operates_in,1
Huntington Bancshares,Colorado,operates_in,1
Huntington Bancshares,Florida,operates_in,1
Huntington Bancshares,Illinois,operates_in,1
Huntington Bancshares,Michigan,operates_in,1
Huntington Bancshares,online banking,develops,1
Huntington Bancshares,mobile banking,develops,1
Huntington Bancshares,Real-Time Payments,develops,1
Huntington Bancshares,Zelle,develops,1
Huntington Bancshares,Federal Home Loan Bank,depends_on,1
Small Business Administration,Huntington Bancshares,influences,1
Regulation S-K,Huntington Bancshares,regulates,1
Congress,Huntington Bancshares,regulates,1
the Federal Deposit Insurance Corporation,Huntington Bancshares,threatens,1
CECL,Huntington Bancshares,regulates,1
Nasdaq,Huntington Bancshares,regulates,1
the Biden Administration,Huntington Bancshares,regulates,1
Trump administration,Huntington Bancshares,influences,1
the Financial Industry Regulatory Authority,Huntington Bancshares,regulates,1
Financial Crimes Enforcement Network,The Huntington National Bank,regulates,1
HCA Healthcare,indebtedness,depends_on,1
HCA Healthcare,Medicare,depends_on,1
HCA Healthcare,Medicaid,depends_on,1
HCA Healthcare,third-party payers,depends_on,1
CMS,Medicare,regulates,1
CMS,Medicaid,regulates,1
the Affordable Care Act,HCA Healthcare,regulates,1
HCA Healthcare,nurses,depends_on,1
HCA Healthcare,physicians,depends_on,1
labor unions,HCA Healthcare,threatens,1
ransomware groups,HCA Healthcare,threatens,1
nation-state actors,HCA Healthcare,threatens,1
HCA Healthcare,EHR,depends_on,1
HIPAA,HCA Healthcare,regulates,1
Anti-Kickback Statute,HCA Healthcare,regulates,1
Stark Law,HCA Healthcare,regulates,1
FCA,HCA Healthcare,regulates,1
ASC,HCA Healthcare,competes_with,1
specialty hospitals,HCA Healthcare,competes_with,1
not-for-profit hospitals,HCA Healthcare,competes_with,1
urgent care centers,HCA Healthcare,competes_with,1
freestanding emergency departments,HCA Healthcare,competes_with,1
HCA Healthcare,AI,develops,1
AI,HCA Healthcare,threatens,1
BCA,Medicare,regulates,1
No Surprises Act,HCA Healthcare,regulates,1
HCA Healthcare,United Kingdom,operates_in,1
UK Data Protection Act,HCA Healthcare,regulates,1
UK Bribery Act,HCA Healthcare,regulates,1
Foreign Corrupt Practices Act,HCA Healthcare,regulates,1
ARPA,Exchanges,influences,1
Exchanges,HCA Healthcare,influences,1
uninsured patients,HCA Healthcare,threatens,1
underinsured patients,HCA Healthcare,threatens,1
HHS,HCA Healthcare,regulates,1
OIG,HCA Healthcare,regulates,1
Food and Drug Administration,HCA Healthcare,regulates,1
the U.S. Supreme Court,HCA Healthcare,influences,1
Loper Bright Enterprises v. Raimondo,HCA Healthcare,influences,1
21st Century Cures Act,interoperability,regulates,1
21st Century Cures Act,HCA Healthcare,regulates,1
Congress,Medicare,regulates,1
Congress,Medicaid,regulates,1
managed care plans,HCA Healthcare,influences,1
HMO,HCA Healthcare,influences,1
PPO,HCA Healthcare,influences,1
RAC,HCA Healthcare,regulates,1
MAC,HCA Healthcare,regulates,1
TCPA,HCA Healthcare,regulates,1
Fair Debt Collection Practices Act,HCA Healthcare,regulates,1
Fair Credit Reporting Act,HCA Healthcare,regulates,1
CON,HCA Healthcare,regulates,1
340B Drug Pricing Program,HCA Healthcare,influences,1
AB 3030,generative AI,regulates,1
AIPA,generative AI,regulates,1
CAIA,AI,regulates,1
California,HCA Healthcare,regulates,1
ACO,HCA Healthcare,influences,1
reinsurers,HCA Healthcare,influences,1
IRS,HCA Healthcare,regulates,1
Medicare Promoting Interoperability Program,EHR,influences,1
Quality Payment Program,EHR,influences,1
Care Compare,HCA Healthcare,influences,1
price transparency,HCA Healthcare,threatens,1
DSH,HCA Healthcare,influences,1
SDP,HCA Healthcare,influences,1
Howmet Aerospace,aerospace industry,operates_in,1
Howmet Aerospace,commercial transportation industry,operates_in,1
Howmet Aerospace,Boeing,depends_on,1
Boeing,Howmet Aerospace,disrupts,1
Russia-Ukraine conflict,titanium,disrupts,1
Russia-Ukraine conflict,Howmet Aerospace,threatens,1
Howmet Aerospace,titanium,depends_on,1
Howmet Aerospace,nickel,depends_on,1
Howmet Aerospace,aluminum,depends_on,1
Howmet Aerospace,cobalt,depends_on,1
Howmet Aerospace,superalloy materials,depends_on,1
tariffs,Howmet Aerospace,threatens,1
export restrictions,Howmet Aerospace,regulates,1
sanctions,Howmet Aerospace,regulates,1
United States,Howmet Aerospace,regulates,1
Howmet Aerospace,China,operates_in,1
Howmet Aerospace,Europe,operates_in,1
Howmet Aerospace,Mexico,operates_in,1
Howmet Aerospace,Japan,operates_in,1
inflation,Howmet Aerospace,threatens,1
cyberattacks,Howmet Aerospace,threatens,1
artificial intelligence,Howmet Aerospace,threatens,1
Foreign Corrupt Practices Act,Howmet Aerospace,regulates,1
International Traffic in Arms Regulations,Howmet Aerospace,regulates,1
the Export Administration Regulations,Howmet Aerospace,regulates,1
Office of Foreign Assets Control,Howmet Aerospace,regulates,1
the U.S. Department of Treasury,Howmet Aerospace,regulates,1
defense aerospace,United States,depends_on,1
Howmet Aerospace,defense aerospace,operates_in,1
Howmet Aerospace,natural gas,consumes,1
Howmet Aerospace,electricity,consumes,1
climate change,Howmet Aerospace,threatens,1
greenhouse gases,Howmet Aerospace,threatens,1
the Occupational Safety and Health Administration,Howmet Aerospace,regulates,1
Organization for Economic Cooperation and Development,Howmet Aerospace,regulates,1
Pillar 2 framework,Howmet Aerospace,regulates,1
labor unions,Howmet Aerospace,influences,1
pandemics,Howmet Aerospace,threatens,1
Arconic Corporation,Howmet Aerospace,influences,1
Alcoa Corporation,Howmet Aerospace,influences,1
crude oil,Howmet Aerospace,influences,1
commercial airlines,aerospace industry,influences,1
Iron Mountain,Global Reporting Initiative,operates_in,1
Iron Mountain,CDP,operates_in,1
Iron Mountain,EcoVadis,operates_in,1
Iron Mountain,Science Based Targets initiative,depends_on,1
Iron Mountain,Paris Climate Agreement,operates_in,1
Iron Mountain,UN Compact on 24/7 Carbon Free Energy,operates_in,1
Iron Mountain,renewable energy,depends_on,1
Iron Mountain,Project Matterhorn,develops,1
Iron Mountain,data centers,operates_in,1
Iron Mountain,digital solutions,develops,1
Iron Mountain,ALM business,operates_in,1
Iron Mountain,data privacy laws,regulates,1
Iron Mountain,cybersecurity regulations,regulates,1
Iron Mountain,AI regulations,regulates,1
Iron Mountain,generative AI,develops,1
Iron Mountain,Foreign Corrupt Practices Act,regulates,1
Iron Mountain,the United Kingdom Bribery Act,regulates,1
Iron Mountain,China,operates_in,1
Iron Mountain,climate change,threatens,1
climate change,severe weather events,produces,1
Iron Mountain,telecommunications carriers,depends_on,1
Iron Mountain,electricity,consumes,1
Iron Mountain,water,consumes,1
China,IT assets,consumes,1
trade policies,Iron Mountain,regulates,1
United States Government,Iron Mountain,regulates,1
Iron Mountain,real estate,operates_in,1
war,Iron Mountain,disrupts,1
military conflict,Iron Mountain,disrupts,1
terrorist activities,Iron Mountain,threatens,1
natural disasters,Iron Mountain,threatens,1
earthquakes,Iron Mountain,threatens,1
wildfires,Iron Mountain,threatens,1
hurricanes,Iron Mountain,threatens,1
flooding,Iron Mountain,threatens,1
droughts,Iron Mountain,threatens,1
heat waves,Iron Mountain,threatens,1
Iron Mountain,paper,trades_with,1
Iron Mountain,scrap metals,trades_with,1
Iron Mountain,steel,consumes,1
hackers,Iron Mountain,threatens,1
state-sponsored organizations,Iron Mountain,threatens,1
ransomware,Iron Mountain,threatens,1
computer viruses,Iron Mountain,threatens,1
malware,Iron Mountain,threatens,1
denial of service,Iron Mountain,threatens,1
Iron Mountain,cloud storage systems,depends_on,1
Iron Mountain,cloud computing services,depends_on,1
Iron Mountain,IMI,controls,1
Credit Agreement,Iron Mountain,regulates,1
indentures,Iron Mountain,regulates,1
Internal Revenue Code,Iron Mountain,regulates,1
REIT,Iron Mountain,regulates,1
Iron Mountain,TRSs,controls,1
United States Internal Revenue Service,Iron Mountain,regulates,1
United States Department of the Treasury,Iron Mountain,regulates,1
environmental laws,Iron Mountain,regulates,1
Iron Mountain,greenhouse gas emissions,produces,1
Iron Mountain,carbon footprint,produces,1
severe weather events,data centers,threatens,1
environmental regulations,Iron Mountain,regulates,1
Securities Exchange Act of 1934,Iron Mountain,regulates,1
Securities and Exchange Commission,Iron Mountain,regulates,1
Illinois Tool Works,United States,operates_in,1
Illinois Tool Works,Europe,operates_in,1
COVID-19 pandemic,Illinois Tool Works,disrupts,1
Russia,Illinois Tool Works,disrupts,1
the U.S. Dollar,Euro,influences,1
the U.S. Dollar,Illinois Tool Works,influences,1
tariffs,Illinois Tool Works,threatens,1
EU General Data Protection Regulation,Illinois Tool Works,regulates,1
EU-UK Trade and Cooperation Agreement,Illinois Tool Works,influences,1
artificial intelligence,Illinois Tool Works,influences,1
ITW Business Model,Illinois Tool Works,controls,1
80/20 Front-to-Back,Illinois Tool Works,controls,1
raw materials,Illinois Tool Works,supplies,1
COVID-19 pandemic,raw materials,disrupts,1
global climate change,Illinois Tool Works,threatens,1
environmental laws,Illinois Tool Works,regulates,1
greenhouse gas emissions,Illinois Tool Works,regulates,1
interest rates,Illinois Tool Works,influences,1
interest rates,defined benefit pension plans,influences,1
Intellectual Property,Illinois Tool Works,controls,1
goodwill,Illinois Tool Works,influences,1
data privacy laws,Illinois Tool Works,regulates,1
anti-bribery laws,Illinois Tool Works,regulates,1
competition laws,Illinois Tool Works,regulates,1
export and import laws,Illinois Tool Works,regulates,1
trade sanctions,Illinois Tool Works,regulates,1
human rights laws,Illinois Tool Works,regulates,1
Securities and Exchange Commission,Illinois Tool Works,regulates,1
Information Technology,Illinois Tool Works,depends_on,1
cybersecurity,Illinois Tool Works,threatens,1
Securities Exchange Act of 1934,Illinois Tool Works,regulates,1
cybersecurity threats,L3Harris,threatens,1
Audit Committee,ERM process,controls,1
Innovation and Cyber Committee,cybersecurity threats,controls,1
Innovation and Cyber Committee,Audit Committee,influences,1
CIO,Innovation and Cyber Committee,influences,1
Chief Information Security Officer,Innovation and Cyber Committee,influences,1
Innovation and Cyber Committee,IT infrastructure,controls,1
Innovation and Cyber Committee,supply chain,controls,1
cybersecurity threats,IT infrastructure,threatens,1
cybersecurity threats,supply chain,threatens,1
Innovation and Cyber Committee,Board,influences,1
Securities and Exchange Commission,Moody s Investors Service,regulates,1
ESMA,Moody s Investors Service,regulates,1
Reform Act,Moody s Investors Service,regulates,1
Dodd-Frank Act,Moody s Investors Service,regulates,1
DORA,Moody s Investors Service,regulates,1
DORA,Moody's Analytics,regulates,1
EU AI Act,Moody's Analytics,regulates,1
GDPR,Moody's Analytics,regulates,1
CCPA,Moody's Corporation,regulates,1
CPRA,Moody's Corporation,regulates,1
European Union,Moody s Investors Service,regulates,1
United Kingdom,Moody s Investors Service,regulates,1
China,Moody's Analytics,regulates,1
Australia,Moody s Investors Service,regulates,1
Hong Kong,Moody s Investors Service,regulates,1
Moody's Corporation,CCXI,controls,1
Moody's Corporation,BitSight,controls,1
Moody's Corporation,RMS,controls,1
Moody's Corporation,Praedicat,controls,1
Moody's Corporation,GCR,controls,1
Moody's Corporation,kompany,controls,1
Moody's Corporation,Numerated,controls,1
Moody's Corporation,ICRA,controls,1
Credit Rating Agencies,Moody s Investors Service,competes_with,1
Investment Banks,Moody s Investors Service,competes_with,1
Moody's Analytics,Bank,supplies,1
Moody's Analytics,Insurers,supplies,1
Moody s Investors Service,Investors,supplies,1
Moody s Investors Service,Corporations,supplies,1
Moody s Investors Service,Governments,supplies,1
Moody's Corporation,Generative AI,develops,1
Moody's Corporation,artificial intelligence,develops,1
Moody's Corporation,machine learning,develops,1
Russia-Ukraine military conflict,Moody's Corporation,threatens,1
Middle East military conflict,Moody's Corporation,threatens,1
COVID-19,Moody's Corporation,disrupts,1
climate change,Moody's Corporation,threatens,1
Moody's Corporation,climate change,develops,1
ESG,Moody's Corporation,influences,1
Moody s Investors Service,Credit Markets,depends_on,1
Moody's Corporation,Debt Capital Markets,depends_on,1
Office of the Comptroller of the Currency,Bank,regulates,1
the Federal Deposit Insurance Corporation,Bank,regulates,1
Board of Governors of the Federal Reserve System,Bank,regulates,1
the Consumer Financial Protection Bureau,Financial Services,regulates,1
Competition and Markets Authority,Moody s Investors Service,regulates,1
HM Treasury,ESG,regulates,1
OECD,Moody's Corporation,regulates,1
Bank,Moody's Analytics,depends_on,1
Financial Services,Moody's Analytics,depends_on,1
